"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Manganese_PLS - Boron_XGB-PCA",5.76427794385381e-13,"Manganese_PLS","Boron_XGB-PCA","Manganese","Boron","PLS","XGB-PCA"
"Manganese_XGB-PCA - Boron_XGB-PCA",5.06039654624146e-13,"Manganese_XGB-PCA","Boron_XGB-PCA","Manganese","Boron","XGB-PCA","XGB-PCA"
"Zinc_DL - Boron_XGB-PCA",5.1725290717286e-13,"Zinc_DL","Boron_XGB-PCA","Zinc","Boron","DL","XGB-PCA"
"Manganese_DL - Boron_XGB-PCA",5.33351141029925e-13,"Manganese_DL","Boron_XGB-PCA","Manganese","Boron","DL","XGB-PCA"
"pH_RF-PCA - Boron_XGB-PCA",1.13242748511766e-14,"pH_RF-PCA","Boron_XGB-PCA","pH","Boron","RF-PCA","XGB-PCA"
"pH_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"pH_XGB-PCA","Boron_XGB-PCA","pH","Boron","XGB-PCA","XGB-PCA"
"pH_PLS - Boron_XGB-PCA",7.43849426498855e-15,"pH_PLS","Boron_XGB-PCA","pH","Boron","PLS","XGB-PCA"
"pH_DL - Boron_XGB-PCA",7.43849426498855e-15,"pH_DL","Boron_XGB-PCA","pH","Boron","DL","XGB-PCA"
"Ammonium-N_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Ammonium-N_PLS","Boron_XGB-PCA","Ammonium-N","Boron","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Ammonium-N_RF-PCA","Boron_XGB-PCA","Ammonium-N","Boron","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Boron_XGB-PCA",7.43849426498855e-15,"Ammonium-N_DL","Boron_XGB-PCA","Ammonium-N","Boron","DL","XGB-PCA"
"Ammonium-N_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Ammonium-N_XGB-PCA","Boron_XGB-PCA","Ammonium-N","Boron","XGB-PCA","XGB-PCA"
"Magnesium_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Magnesium_PLS","Boron_XGB-PCA","Magnesium","Boron","PLS","XGB-PCA"
"Magnesium_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Magnesium_XGB-PCA","Boron_XGB-PCA","Magnesium","Boron","XGB-PCA","XGB-PCA"
"Magnesium_DL - Boron_XGB-PCA",7.43849426498855e-15,"Magnesium_DL","Boron_XGB-PCA","Magnesium","Boron","DL","XGB-PCA"
"Magnesium_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Magnesium_RF-PCA","Boron_XGB-PCA","Magnesium","Boron","RF-PCA","XGB-PCA"
"Phosphorus_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Phosphorus_RF-PCA","Boron_XGB-PCA","Phosphorus","Boron","RF-PCA","XGB-PCA"
"Phosphorus_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Phosphorus_PLS","Boron_XGB-PCA","Phosphorus","Boron","PLS","XGB-PCA"
"Phosphorus_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Phosphorus_XGB-PCA","Boron_XGB-PCA","Phosphorus","Boron","XGB-PCA","XGB-PCA"
"Calcium_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Calcium_XGB-PCA","Boron_XGB-PCA","Calcium","Boron","XGB-PCA","XGB-PCA"
"Calcium_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Calcium_PLS","Boron_XGB-PCA","Calcium","Boron","PLS","XGB-PCA"
"Phosphorus_DL - Boron_XGB-PCA",7.43849426498855e-15,"Phosphorus_DL","Boron_XGB-PCA","Phosphorus","Boron","DL","XGB-PCA"
"Calcium_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Calcium_RF-PCA","Boron_XGB-PCA","Calcium","Boron","RF-PCA","XGB-PCA"
"Calcium_DL - Boron_XGB-PCA",7.43849426498855e-15,"Calcium_DL","Boron_XGB-PCA","Calcium","Boron","DL","XGB-PCA"
"Sulfate_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Sulfate_PLS","Boron_XGB-PCA","Sulfate","Boron","PLS","XGB-PCA"
"Sulfate_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Boron_XGB-PCA","Sulfate","Boron","XGB-PCA","XGB-PCA"
"Sulfate_DL - Boron_XGB-PCA",7.43849426498855e-15,"Sulfate_DL","Boron_XGB-PCA","Sulfate","Boron","DL","XGB-PCA"
"Sulfate_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Boron_XGB-PCA","Sulfate","Boron","RF-PCA","XGB-PCA"
"Nitrate-N_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Nitrate-N_RF-PCA","Boron_XGB-PCA","Nitrate-N","Boron","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Boron_XGB-PCA","Nitrate-N","Boron","XGB-PCA","XGB-PCA"
"Potassium_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Potassium_PLS","Boron_XGB-PCA","Potassium","Boron","PLS","XGB-PCA"
"Nitrate-N_PLS - Boron_XGB-PCA",7.43849426498855e-15,"Nitrate-N_PLS","Boron_XGB-PCA","Nitrate-N","Boron","PLS","XGB-PCA"
"Potassium_RF-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Potassium_RF-PCA","Boron_XGB-PCA","Potassium","Boron","RF-PCA","XGB-PCA"
"Potassium_DL - Boron_XGB-PCA",7.43849426498855e-15,"Potassium_DL","Boron_XGB-PCA","Potassium","Boron","DL","XGB-PCA"
"Potassium_XGB-PCA - Boron_XGB-PCA",7.43849426498855e-15,"Potassium_XGB-PCA","Boron_XGB-PCA","Potassium","Boron","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Boron_XGB-PCA",7.43849426498855e-15,"Nitrate-N_DL","Boron_XGB-PCA","Nitrate-N","Boron","DL","XGB-PCA"
"Copper_XGB-PCA - Boron_DL",1,"Copper_XGB-PCA","Boron_DL","Copper","Boron","XGB-PCA","DL"
"Copper_PLS - Boron_DL",1,"Copper_PLS","Boron_DL","Copper","Boron","PLS","DL"
"Copper_DL - Boron_DL",1,"Copper_DL","Boron_DL","Copper","Boron","DL","DL"
"Zinc_RF-PCA - Boron_DL",9.44674520719779e-07,"Zinc_RF-PCA","Boron_DL","Zinc","Boron","RF-PCA","DL"
"Iron_DL - Boron_DL",5.9229925186699e-07,"Iron_DL","Boron_DL","Iron","Boron","DL","DL"
"Iron_XGB-PCA - Boron_DL",2.15704520911686e-09,"Iron_XGB-PCA","Boron_DL","Iron","Boron","XGB-PCA","DL"
"Iron_PLS - Boron_DL",1.37729228022465e-09,"Iron_PLS","Boron_DL","Iron","Boron","PLS","DL"
"Zinc_PLS - Boron_DL",1.35203170881226e-09,"Zinc_PLS","Boron_DL","Zinc","Boron","PLS","DL"
"Zinc_XGB-PCA - Boron_DL",1.43327794077663e-10,"Zinc_XGB-PCA","Boron_DL","Zinc","Boron","XGB-PCA","DL"
"Iron_RF-PCA - Boron_DL",9.14024411713399e-12,"Iron_RF-PCA","Boron_DL","Iron","Boron","RF-PCA","DL"
"Manganese_RF-PCA - Boron_DL",4.55901982832074e-12,"Manganese_RF-PCA","Boron_DL","Manganese","Boron","RF-PCA","DL"
"Manganese_PLS - Boron_DL",1.10855769008822e-12,"Manganese_PLS","Boron_DL","Manganese","Boron","PLS","DL"
"Manganese_XGB-PCA - Boron_DL",5.18696197104873e-13,"Manganese_XGB-PCA","Boron_DL","Manganese","Boron","XGB-PCA","DL"
"Zinc_DL - Boron_DL",4.95825602797595e-13,"Zinc_DL","Boron_DL","Zinc","Boron","DL","DL"
"Manganese_DL - Boron_DL",5.39790434572751e-13,"Manganese_DL","Boron_DL","Manganese","Boron","DL","DL"
"pH_RF-PCA - Boron_DL",3.86357612569554e-14,"pH_RF-PCA","Boron_DL","pH","Boron","RF-PCA","DL"
"pH_XGB-PCA - Boron_DL",7.54951656745106e-15,"pH_XGB-PCA","Boron_DL","pH","Boron","XGB-PCA","DL"
"pH_PLS - Boron_DL",7.43849426498855e-15,"pH_PLS","Boron_DL","pH","Boron","PLS","DL"
"pH_DL - Boron_DL",7.43849426498855e-15,"pH_DL","Boron_DL","pH","Boron","DL","DL"
"Ammonium-N_PLS - Boron_DL",7.43849426498855e-15,"Ammonium-N_PLS","Boron_DL","Ammonium-N","Boron","PLS","DL"
"Ammonium-N_RF-PCA - Boron_DL",7.43849426498855e-15,"Ammonium-N_RF-PCA","Boron_DL","Ammonium-N","Boron","RF-PCA","DL"
"Ammonium-N_DL - Boron_DL",7.43849426498855e-15,"Ammonium-N_DL","Boron_DL","Ammonium-N","Boron","DL","DL"
"Ammonium-N_XGB-PCA - Boron_DL",7.43849426498855e-15,"Ammonium-N_XGB-PCA","Boron_DL","Ammonium-N","Boron","XGB-PCA","DL"
"Magnesium_PLS - Boron_DL",7.43849426498855e-15,"Magnesium_PLS","Boron_DL","Magnesium","Boron","PLS","DL"
"Magnesium_XGB-PCA - Boron_DL",7.43849426498855e-15,"Magnesium_XGB-PCA","Boron_DL","Magnesium","Boron","XGB-PCA","DL"
"Magnesium_DL - Boron_DL",7.43849426498855e-15,"Magnesium_DL","Boron_DL","Magnesium","Boron","DL","DL"
"Magnesium_RF-PCA - Boron_DL",7.43849426498855e-15,"Magnesium_RF-PCA","Boron_DL","Magnesium","Boron","RF-PCA","DL"
"Phosphorus_RF-PCA - Boron_DL",7.43849426498855e-15,"Phosphorus_RF-PCA","Boron_DL","Phosphorus","Boron","RF-PCA","DL"
"Phosphorus_PLS - Boron_DL",7.43849426498855e-15,"Phosphorus_PLS","Boron_DL","Phosphorus","Boron","PLS","DL"
"Phosphorus_XGB-PCA - Boron_DL",7.43849426498855e-15,"Phosphorus_XGB-PCA","Boron_DL","Phosphorus","Boron","XGB-PCA","DL"
"Calcium_XGB-PCA - Boron_DL",7.43849426498855e-15,"Calcium_XGB-PCA","Boron_DL","Calcium","Boron","XGB-PCA","DL"
"Calcium_PLS - Boron_DL",7.43849426498855e-15,"Calcium_PLS","Boron_DL","Calcium","Boron","PLS","DL"
"Phosphorus_DL - Boron_DL",7.43849426498855e-15,"Phosphorus_DL","Boron_DL","Phosphorus","Boron","DL","DL"
"Calcium_RF-PCA - Boron_DL",7.43849426498855e-15,"Calcium_RF-PCA","Boron_DL","Calcium","Boron","RF-PCA","DL"
"Calcium_DL - Boron_DL",7.43849426498855e-15,"Calcium_DL","Boron_DL","Calcium","Boron","DL","DL"
"Sulfate_PLS - Boron_DL",7.43849426498855e-15,"Sulfate_PLS","Boron_DL","Sulfate","Boron","PLS","DL"
"Sulfate_XGB-PCA - Boron_DL",7.43849426498855e-15,"Sulfate_XGB-PCA","Boron_DL","Sulfate","Boron","XGB-PCA","DL"
"Sulfate_DL - Boron_DL",7.43849426498855e-15,"Sulfate_DL","Boron_DL","Sulfate","Boron","DL","DL"
"Sulfate_RF-PCA - Boron_DL",7.43849426498855e-15,"Sulfate_RF-PCA","Boron_DL","Sulfate","Boron","RF-PCA","DL"
"Nitrate-N_RF-PCA - Boron_DL",7.43849426498855e-15,"Nitrate-N_RF-PCA","Boron_DL","Nitrate-N","Boron","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Boron_DL",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Boron_DL","Nitrate-N","Boron","XGB-PCA","DL"
"Potassium_PLS - Boron_DL",7.43849426498855e-15,"Potassium_PLS","Boron_DL","Potassium","Boron","PLS","DL"
"Nitrate-N_PLS - Boron_DL",7.43849426498855e-15,"Nitrate-N_PLS","Boron_DL","Nitrate-N","Boron","PLS","DL"
"Potassium_RF-PCA - Boron_DL",7.43849426498855e-15,"Potassium_RF-PCA","Boron_DL","Potassium","Boron","RF-PCA","DL"
"Potassium_DL - Boron_DL",7.43849426498855e-15,"Potassium_DL","Boron_DL","Potassium","Boron","DL","DL"
"Potassium_XGB-PCA - Boron_DL",7.43849426498855e-15,"Potassium_XGB-PCA","Boron_DL","Potassium","Boron","XGB-PCA","DL"
"Nitrate-N_DL - Boron_DL",7.43849426498855e-15,"Nitrate-N_DL","Boron_DL","Nitrate-N","Boron","DL","DL"
"Copper_PLS - Copper_XGB-PCA",1,"Copper_PLS","Copper_XGB-PCA","Copper","Copper","PLS","XGB-PCA"
"Copper_DL - Copper_XGB-PCA",1,"Copper_DL","Copper_XGB-PCA","Copper","Copper","DL","XGB-PCA"
"Zinc_RF-PCA - Copper_XGB-PCA",9.6948339356473e-07,"Zinc_RF-PCA","Copper_XGB-PCA","Zinc","Copper","RF-PCA","XGB-PCA"
"Iron_DL - Copper_XGB-PCA",6.08032681426174e-07,"Iron_DL","Copper_XGB-PCA","Iron","Copper","DL","XGB-PCA"
"Iron_XGB-PCA - Copper_XGB-PCA",2.22138663019678e-09,"Iron_XGB-PCA","Copper_XGB-PCA","Iron","Copper","XGB-PCA","XGB-PCA"
"Iron_PLS - Copper_XGB-PCA",1.41870215575324e-09,"Iron_PLS","Copper_XGB-PCA","Iron","Copper","PLS","XGB-PCA"
"Zinc_PLS - Copper_XGB-PCA",1.39269351606686e-09,"Zinc_PLS","Copper_XGB-PCA","Zinc","Copper","PLS","XGB-PCA"
"Zinc_XGB-PCA - Copper_XGB-PCA",1.4779466539494e-10,"Zinc_XGB-PCA","Copper_XGB-PCA","Zinc","Copper","XGB-PCA","XGB-PCA"
"Iron_RF-PCA - Copper_XGB-PCA",9.41924316322229e-12,"Iron_RF-PCA","Copper_XGB-PCA","Iron","Copper","RF-PCA","XGB-PCA"
"Manganese_RF-PCA - Copper_XGB-PCA",4.68924898910927e-12,"Manganese_RF-PCA","Copper_XGB-PCA","Manganese","Copper","RF-PCA","XGB-PCA"
"Manganese_PLS - Copper_XGB-PCA",1.12931886064871e-12,"Manganese_PLS","Copper_XGB-PCA","Manganese","Copper","PLS","XGB-PCA"
"Manganese_XGB-PCA - Copper_XGB-PCA",5.20805620851661e-13,"Manganese_XGB-PCA","Copper_XGB-PCA","Manganese","Copper","XGB-PCA","XGB-PCA"
"Zinc_DL - Copper_XGB-PCA",4.95714580495132e-13,"Zinc_DL","Copper_XGB-PCA","Zinc","Copper","DL","XGB-PCA"
"Manganese_DL - Copper_XGB-PCA",5.23359133808299e-13,"Manganese_DL","Copper_XGB-PCA","Manganese","Copper","DL","XGB-PCA"
"pH_RF-PCA - Copper_XGB-PCA",3.96349619791181e-14,"pH_RF-PCA","Copper_XGB-PCA","pH","Copper","RF-PCA","XGB-PCA"
"pH_XGB-PCA - Copper_XGB-PCA",7.54951656745106e-15,"pH_XGB-PCA","Copper_XGB-PCA","pH","Copper","XGB-PCA","XGB-PCA"
"pH_PLS - Copper_XGB-PCA",7.43849426498855e-15,"pH_PLS","Copper_XGB-PCA","pH","Copper","PLS","XGB-PCA"
"pH_DL - Copper_XGB-PCA",7.43849426498855e-15,"pH_DL","Copper_XGB-PCA","pH","Copper","DL","XGB-PCA"
"Ammonium-N_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Ammonium-N_PLS","Copper_XGB-PCA","Ammonium-N","Copper","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Ammonium-N_RF-PCA","Copper_XGB-PCA","Ammonium-N","Copper","RF-PCA","XGB-PCA"
"Ammonium-N_DL - Copper_XGB-PCA",7.43849426498855e-15,"Ammonium-N_DL","Copper_XGB-PCA","Ammonium-N","Copper","DL","XGB-PCA"
"Ammonium-N_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Ammonium-N_XGB-PCA","Copper_XGB-PCA","Ammonium-N","Copper","XGB-PCA","XGB-PCA"
"Magnesium_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Magnesium_PLS","Copper_XGB-PCA","Magnesium","Copper","PLS","XGB-PCA"
"Magnesium_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Magnesium_XGB-PCA","Copper_XGB-PCA","Magnesium","Copper","XGB-PCA","XGB-PCA"
"Magnesium_DL - Copper_XGB-PCA",7.43849426498855e-15,"Magnesium_DL","Copper_XGB-PCA","Magnesium","Copper","DL","XGB-PCA"
"Magnesium_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Magnesium_RF-PCA","Copper_XGB-PCA","Magnesium","Copper","RF-PCA","XGB-PCA"
"Phosphorus_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Phosphorus_RF-PCA","Copper_XGB-PCA","Phosphorus","Copper","RF-PCA","XGB-PCA"
"Phosphorus_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Phosphorus_PLS","Copper_XGB-PCA","Phosphorus","Copper","PLS","XGB-PCA"
"Phosphorus_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Phosphorus_XGB-PCA","Copper_XGB-PCA","Phosphorus","Copper","XGB-PCA","XGB-PCA"
"Calcium_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Calcium_XGB-PCA","Copper_XGB-PCA","Calcium","Copper","XGB-PCA","XGB-PCA"
"Calcium_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Calcium_PLS","Copper_XGB-PCA","Calcium","Copper","PLS","XGB-PCA"
"Phosphorus_DL - Copper_XGB-PCA",7.43849426498855e-15,"Phosphorus_DL","Copper_XGB-PCA","Phosphorus","Copper","DL","XGB-PCA"
"Calcium_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Calcium_RF-PCA","Copper_XGB-PCA","Calcium","Copper","RF-PCA","XGB-PCA"
"Calcium_DL - Copper_XGB-PCA",7.43849426498855e-15,"Calcium_DL","Copper_XGB-PCA","Calcium","Copper","DL","XGB-PCA"
"Sulfate_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Sulfate_PLS","Copper_XGB-PCA","Sulfate","Copper","PLS","XGB-PCA"
"Sulfate_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Sulfate_XGB-PCA","Copper_XGB-PCA","Sulfate","Copper","XGB-PCA","XGB-PCA"
"Sulfate_DL - Copper_XGB-PCA",7.43849426498855e-15,"Sulfate_DL","Copper_XGB-PCA","Sulfate","Copper","DL","XGB-PCA"
"Sulfate_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Sulfate_RF-PCA","Copper_XGB-PCA","Sulfate","Copper","RF-PCA","XGB-PCA"
"Nitrate-N_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Nitrate-N_RF-PCA","Copper_XGB-PCA","Nitrate-N","Copper","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Copper_XGB-PCA","Nitrate-N","Copper","XGB-PCA","XGB-PCA"
"Potassium_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Potassium_PLS","Copper_XGB-PCA","Potassium","Copper","PLS","XGB-PCA"
"Nitrate-N_PLS - Copper_XGB-PCA",7.43849426498855e-15,"Nitrate-N_PLS","Copper_XGB-PCA","Nitrate-N","Copper","PLS","XGB-PCA"
"Potassium_RF-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Potassium_RF-PCA","Copper_XGB-PCA","Potassium","Copper","RF-PCA","XGB-PCA"
"Potassium_DL - Copper_XGB-PCA",7.43849426498855e-15,"Potassium_DL","Copper_XGB-PCA","Potassium","Copper","DL","XGB-PCA"
"Potassium_XGB-PCA - Copper_XGB-PCA",7.43849426498855e-15,"Potassium_XGB-PCA","Copper_XGB-PCA","Potassium","Copper","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Copper_XGB-PCA",7.43849426498855e-15,"Nitrate-N_DL","Copper_XGB-PCA","Nitrate-N","Copper","DL","XGB-PCA"
"Copper_DL - Copper_PLS",1,"Copper_DL","Copper_PLS","Copper","Copper","DL","PLS"
"Zinc_RF-PCA - Copper_PLS",4.37953479170972e-06,"Zinc_RF-PCA","Copper_PLS","Zinc","Copper","RF-PCA","PLS"
"Iron_DL - Copper_PLS",2.7957375423604e-06,"Iron_DL","Copper_PLS","Iron","Copper","DL","PLS"
"Iron_XGB-PCA - Copper_PLS",1.23577301724964e-08,"Iron_XGB-PCA","Copper_PLS","Iron","Copper","XGB-PCA","PLS"
"Iron_PLS - Copper_PLS",8.00207877738046e-09,"Iron_PLS","Copper_PLS","Iron","Copper","PLS","PLS"
"Zinc_PLS - Copper_PLS",7.85982501305682e-09,"Zinc_PLS","Copper_PLS","Zinc","Copper","PLS","PLS"
"Zinc_XGB-PCA - Copper_PLS",8.90468809799927e-10,"Zinc_XGB-PCA","Copper_PLS","Zinc","Copper","XGB-PCA","PLS"
"Iron_RF-PCA - Copper_PLS",5.79578607329267e-11,"Iron_RF-PCA","Copper_PLS","Iron","Copper","RF-PCA","PLS"
"Manganese_RF-PCA - Copper_PLS",2.72291078573517e-11,"Manganese_RF-PCA","Copper_PLS","Manganese","Copper","RF-PCA","PLS"
"Manganese_PLS - Copper_PLS",4.29078994557130e-12,"Manganese_PLS","Copper_PLS","Manganese","Copper","PLS","PLS"
"Manganese_XGB-PCA - Copper_PLS",7.97251153983325e-13,"Manganese_XGB-PCA","Copper_PLS","Manganese","Copper","XGB-PCA","PLS"
"Zinc_DL - Copper_PLS",6.89892587502072e-13,"Zinc_DL","Copper_PLS","Zinc","Copper","DL","PLS"
"Manganese_DL - Copper_PLS",5.40900657597376e-13,"Manganese_DL","Copper_PLS","Manganese","Copper","DL","PLS"
"pH_RF-PCA - Copper_PLS",1.41886502547095e-13,"pH_RF-PCA","Copper_PLS","pH","Copper","RF-PCA","PLS"
"pH_XGB-PCA - Copper_PLS",8.21565038222616e-15,"pH_XGB-PCA","Copper_PLS","pH","Copper","XGB-PCA","PLS"
"pH_PLS - Copper_PLS",7.43849426498855e-15,"pH_PLS","Copper_PLS","pH","Copper","PLS","PLS"
"pH_DL - Copper_PLS",7.43849426498855e-15,"pH_DL","Copper_PLS","pH","Copper","DL","PLS"
"Ammonium-N_PLS - Copper_PLS",7.43849426498855e-15,"Ammonium-N_PLS","Copper_PLS","Ammonium-N","Copper","PLS","PLS"
"Ammonium-N_RF-PCA - Copper_PLS",7.43849426498855e-15,"Ammonium-N_RF-PCA","Copper_PLS","Ammonium-N","Copper","RF-PCA","PLS"
"Ammonium-N_DL - Copper_PLS",7.43849426498855e-15,"Ammonium-N_DL","Copper_PLS","Ammonium-N","Copper","DL","PLS"
"Ammonium-N_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Ammonium-N_XGB-PCA","Copper_PLS","Ammonium-N","Copper","XGB-PCA","PLS"
"Magnesium_PLS - Copper_PLS",7.43849426498855e-15,"Magnesium_PLS","Copper_PLS","Magnesium","Copper","PLS","PLS"
"Magnesium_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Magnesium_XGB-PCA","Copper_PLS","Magnesium","Copper","XGB-PCA","PLS"
"Magnesium_DL - Copper_PLS",7.43849426498855e-15,"Magnesium_DL","Copper_PLS","Magnesium","Copper","DL","PLS"
"Magnesium_RF-PCA - Copper_PLS",7.43849426498855e-15,"Magnesium_RF-PCA","Copper_PLS","Magnesium","Copper","RF-PCA","PLS"
"Phosphorus_RF-PCA - Copper_PLS",7.43849426498855e-15,"Phosphorus_RF-PCA","Copper_PLS","Phosphorus","Copper","RF-PCA","PLS"
"Phosphorus_PLS - Copper_PLS",7.43849426498855e-15,"Phosphorus_PLS","Copper_PLS","Phosphorus","Copper","PLS","PLS"
"Phosphorus_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Phosphorus_XGB-PCA","Copper_PLS","Phosphorus","Copper","XGB-PCA","PLS"
"Calcium_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Calcium_XGB-PCA","Copper_PLS","Calcium","Copper","XGB-PCA","PLS"
"Calcium_PLS - Copper_PLS",7.43849426498855e-15,"Calcium_PLS","Copper_PLS","Calcium","Copper","PLS","PLS"
"Phosphorus_DL - Copper_PLS",7.43849426498855e-15,"Phosphorus_DL","Copper_PLS","Phosphorus","Copper","DL","PLS"
"Calcium_RF-PCA - Copper_PLS",7.43849426498855e-15,"Calcium_RF-PCA","Copper_PLS","Calcium","Copper","RF-PCA","PLS"
"Calcium_DL - Copper_PLS",7.43849426498855e-15,"Calcium_DL","Copper_PLS","Calcium","Copper","DL","PLS"
"Sulfate_PLS - Copper_PLS",7.43849426498855e-15,"Sulfate_PLS","Copper_PLS","Sulfate","Copper","PLS","PLS"
"Sulfate_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Sulfate_XGB-PCA","Copper_PLS","Sulfate","Copper","XGB-PCA","PLS"
"Sulfate_DL - Copper_PLS",7.43849426498855e-15,"Sulfate_DL","Copper_PLS","Sulfate","Copper","DL","PLS"
"Sulfate_RF-PCA - Copper_PLS",7.43849426498855e-15,"Sulfate_RF-PCA","Copper_PLS","Sulfate","Copper","RF-PCA","PLS"
"Nitrate-N_RF-PCA - Copper_PLS",7.43849426498855e-15,"Nitrate-N_RF-PCA","Copper_PLS","Nitrate-N","Copper","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Nitrate-N_XGB-PCA","Copper_PLS","Nitrate-N","Copper","XGB-PCA","PLS"
"Potassium_PLS - Copper_PLS",7.43849426498855e-15,"Potassium_PLS","Copper_PLS","Potassium","Copper","PLS","PLS"
"Nitrate-N_PLS - Copper_PLS",7.43849426498855e-15,"Nitrate-N_PLS","Copper_PLS","Nitrate-N","Copper","PLS","PLS"
"Potassium_RF-PCA - Copper_PLS",7.43849426498855e-15,"Potassium_RF-PCA","Copper_PLS","Potassium","Copper","RF-PCA","PLS"
"Potassium_DL - Copper_PLS",7.43849426498855e-15,"Potassium_DL","Copper_PLS","Potassium","Copper","DL","PLS"
"Potassium_XGB-PCA - Copper_PLS",7.43849426498855e-15,"Potassium_XGB-PCA","Copper_PLS","Potassium","Copper","XGB-PCA","PLS"
"Nitrate-N_DL - Copper_PLS",7.43849426498855e-15,"Nitrate-N_DL","Copper_PLS","Nitrate-N","Copper","DL","PLS"
"Zinc_RF-PCA - Copper_DL",1.59353543036644e-05,"Zinc_RF-PCA","Copper_DL","Zinc","Copper","RF-PCA","DL"
"Iron_DL - Copper_DL",1.03392221042498e-05,"Iron_DL","Copper_DL","Iron","Copper","DL","DL"
"Iron_XGB-PCA - Copper_DL",5.43575311429123e-08,"Iron_XGB-PCA","Copper_DL","Iron","Copper","XGB-PCA","DL"
"Iron_PLS - Copper_DL",3.56422098501952e-08,"Iron_PLS","Copper_DL","Iron","Copper","PLS","DL"
"Zinc_PLS - Copper_DL",3.50265845217024e-08,"Zinc_PLS","Copper_DL","Zinc","Copper","PLS","DL"
"Zinc_XGB-PCA - Copper_DL",4.21508605796816e-09,"Zinc_XGB-PCA","Copper_DL","Zinc","Copper","XGB-PCA","DL"
"Iron_RF-PCA - Copper_DL",2.9307178905924e-10,"Iron_RF-PCA","Copper_DL","Iron","Copper","RF-PCA","DL"
"Manganese_RF-PCA - Copper_DL",1.38965505769306e-10,"Manganese_RF-PCA","Copper_DL","Manganese","Copper","RF-PCA","DL"
"Manganese_PLS - Copper_DL",2.01998417992399e-11,"Manganese_PLS","Copper_DL","Manganese","Copper","PLS","DL"
"Manganese_XGB-PCA - Copper_DL",1.92801330456405e-12,"Manganese_XGB-PCA","Copper_DL","Manganese","Copper","XGB-PCA","DL"
"Zinc_DL - Copper_DL",1.42175160533498e-12,"Zinc_DL","Copper_DL","Zinc","Copper","DL","DL"
"Manganese_DL - Copper_DL",5.25135490647699e-13,"Manganese_DL","Copper_DL","Manganese","Copper","DL","DL"
